Customer Name,Sub-Category,Profit
Lauren Leatherbury,Bookcases,125.5824
Andy Reiter,Copiers,215.9892
Andy Reiter,Paper,24.2696
Nora Paige,Accessories,80.838
Liz Preis,Art,3.72
Liz Preis,Paper,15.408
Liz Preis,Storage,65.435
Anna HÃÂÃÂ¤berlin,Appliances,23.7168
Thomas Brumley,Furnishings,11.8728
Alex Avila,Paper,7.0218
Alex Avila,Furnishings,6.2608
Eugene Moren,Copiers,449.985
Quincy Jones,Art,3.2224
Maria Etezadi,Chairs,746.4078
Maria Etezadi,Binders,274.491
Maria Etezadi,Art,1.4796
Maria Etezadi,Phones,113.6742
Maria Etezadi,Phones,204.1092
Maria Etezadi,Fasteners,0.3112
Maria Etezadi,Paper,3.0084
Laurel Beltran,Envelopes,5.751
Julie Prescott,Binders,6.924
Christopher Schild,Art,0.868
Christopher Schild,Binders,12.691
Peter McVee,Paper,14.651
Peter McVee,Accessories,517.4793
Anna Andreadi,Paper,6.2208
Frank Atkinson,Furnishings,33.0708
Charlotte Melton,Phones,5.997
Cindy Chapman,Paper,3.21
Toby Carlisle,Binders,1.4456
Toby Carlisle,Furnishings,49.8042
Toby Carlisle,Fasteners,2.3312
Toby Carlisle,Art,20.8568
Toby Carlisle,Furnishings,7.9128
Toby Carlisle,Accessories,19.7358
Toby Carlisle,Phones,52.9173
Tom Boeckenhauer,Art,2.0672
Tom Boeckenhauer,Phones,18.5391
Jason Klamczynski,Envelopes,11.68
Shahid Hopkins,Phones,5.2182
Shahid Hopkins,Storage,105.2468
John Lee,Paper,3.3524
John Lee,Storage,4.653
John Lee,Furnishings,148.845
John Lee,Storage,17.9592
John Lee,Art,2.132
John Lee,Binders,13.5056
John Lee,Appliances,62.321
John Lee,Binders,7.4824
John Lee,Accessories,48.3285
John Lee,Storage,0.6056
John Lee,Labels,2.6496
John Lee,Copiers,629.991
Clay Ludtke,Envelopes,7.6048
Clay Ludtke,Chairs,148.704
Ruben Ausman,Envelopes,33.0648
Ruben Ausman,Furnishings,2.9568
Ruben Ausman,Paper,16.146
Ruben Ausman,Binders,5.538
Ruben Ausman,Binders,314.2719
Lena Creighton,Chairs,54.3528
Scot Wooten,Bookcases,5.798
Henry Goldwyn,Supplies,8.019
Greg Tran,Paper,33.3136
Bill Stewart,Storage,12.8574
Bill Stewart,Phones,4.9616
Bill Stewart,Chairs,68.001
Craig Molinari,Phones,71.9952
Craig Molinari,Phones,66.1451
Katharine Harms,Envelopes,17.37
Katharine Harms,Phones,216.8244
Katharine Harms,Binders,4.536
Katharine Harms,Paper,12.4416
Art Foster,Art,5.301
Justin Ritter,Paper,72.8088
Justin Ritter,Binders,224.073
Daniel Lacy,Appliances,154.8426
Daniel Lacy,Paper,82.2906
Daniel Lacy,Furnishings,9.8208
Ross Baird,Accessories,13.5626
Tim Brockman,Bookcases,7.7728
Katherine Nockton,Accessories,8.3958
Katherine Nockton,Paper,7.2576
Rob Lucas,Art,11.907
Rob Lucas,Paper,23.0864
Rob Lucas,Fasteners,7.2
Frank Hawley,Storage,9.735
Frank Hawley,Art,0.8804
Yana Sorensen,Storage,4.4392
Yana Sorensen,Accessories,40.12
Steven Ward,Accessories,15.0984
Steven Ward,Phones,4.6193
Parhena Norris,Chairs,112.788
Annie Thurman,Appliances,735.0336
Annie Thurman,Art,4.485
Ed Jacobs,Storage,15.8571
Denise Monton,Chairs,2.8392
Kristen Hastings,Phones,909.9818
Kristen Hastings,Labels,6.624
Kristen Hastings,Paper,60.2553
Kristen Hastings,Art,2.7028
Kristen Hastings,Binders,59.0112
Mick Brown,Furnishings,5.193
Dana Kaydos,Art,12.8744
Dean Braden,Furnishings,11.6496
Dean Braden,Art,0.5904
Christina VanderZanden,Binders,70.4928
Christina VanderZanden,Binders,18.28
Grace Kelly,Phones,22.5576
Joseph Airdo,Art,0.4592
Joseph Airdo,Art,4.782
Joseph Airdo,Paper,13.078
Joseph Airdo,Paper,46.47
Joseph Airdo,Accessories,16.776
Thea Hudgings,Paper,6.2208
Brian Stugart,Storage,97.3026
Neola Schneider,Storage,19.824
Mike Kennedy,Paper,12.4416
Mike Kennedy,Art,6.6584
Sue Ann Reed,Paper,9.3312
Brosina Hoffman,Paper,4.293
Brosina Hoffman,Fasteners,1.8011
Brosina Hoffman,Art,1.728
Shahid Collister,Furnishings,4.6221
Chris McAfee,Paper,8.7138
Chris McAfee,Binders,220.987
Jim Mitchum,Phones,7.196
Richard Bierner,Phones,47.243
Richard Bierner,Chairs,54.4008
Richard Bierner,Art,2.604
Shirley Schmidt,Appliances,11.0544
Nathan Mautz,Appliances,245.7
Nathan Mautz,Furnishings,19.5858
Eudokia Martin,Appliances,28.4928
Eudokia Martin,Labels,5.369
Mark Packer,Envelopes,113.3055
Mark Packer,Phones,88.1804
Katherine Hughes,Chairs,314.0384
Katherine Hughes,Binders,5.8891
Katherine Hughes,Art,10.0282
Katherine Hughes,Chairs,87.2842
Katherine Hughes,Chairs,77.625
Dorothy Badders,Art,15.4752
Dorothy Badders,Envelopes,27.2412
Dorothy Badders,Bookcases,101.6508
Dorothy Badders,Paper,33.3396
Laurel Beltran,Accessories,0.8495
Carol Adams,Chairs,89.2224
Fred Chung,Binders,1.6472
Fred Chung,Chairs,84.502
David Bremer,Envelopes,6.7068
Fred Wasserman,Art,5.4768
John Murray,Furnishings,29.1456
John Murray,Paper,12.4416
Paul Stevenson,Appliances,31.0184
Paul Stevenson,Furnishings,76.9816
Cynthia Voltz,Binders,25.872
Sonia Cooley,Art,25.792
Speros Goranitis,Art,2.786
Nicole Brennan,Furnishings,10.3936
Daniel Raglin,Binders,13.984
Daniel Raglin,Copiers,2591.9568
Daniel Raglin,Storage,34.539
Matt Abelman,Paper,19.2384
Matt Abelman,Paper,28.1718
Matt Abelman,Accessories,88.3932
Matt Abelman,Bookcases,32.4862
Matt Abelman,Furnishings,4.6764
Matt Abelman,Paper,69.705
Trudy Schmidt,Appliances,41.2938
Jack Garza,Accessories,4.9878
Katherine Murray,Paper,91.9508
Katherine Murray,Paper,7.0218
Katherine Murray,Accessories,742.632
Katherine Murray,Bookcases,78.6508
Katherine Murray,Chairs,151.47
Shirley Daniels,Appliances,41.496
Shirley Daniels,Binders,1906.485
Ted Trevino,Binders,9.5787
Ted Trevino,Phones,187.797
Brenda Bowman,Binders,8.304
Brenda Bowman,Accessories,62.4
Ricardo Sperren,Appliances,50.3832
Ricardo Sperren,Paper,6.2208
Arianne Irving,Labels,44.4
Arianne Irving,Phones,35.9964
Marc Crier,Chairs,14.6902
Adrian Hane,Paper,59.4355
Ben Ferrer,Copiers,467.9922
Ben Ferrer,Storage,2.2155
Ben Ferrer,Supplies,6.6846
Ben Ferrer,Fasteners,8.1216
Andrew Allen,Paper,5.6644
Andrew Allen,Phones,58.7916
Andrew Allen,Accessories,163.1898
Andrew Allen,Art,2.5056
Stuart Van,Art,4.2048
Evan Henry,Accessories,0.5097
John Lucas,Phones,32.925
Janet Martin,Furnishings,15.5904
Janet Martin,Paper,16.1838
Joni Blumstein,Appliances,72.5754
Peter BÃÂÃÂ¼hler,Accessories,0.5097
Stefania Perrino,Paper,9.25
Matt Connell,Accessories,51.1872
Brooke Gillingham,Art,15.4752
Brooke Gillingham,Envelopes,8.2156
Brooke Gillingham,Binders,4.6088
Jesus Ocampo,Appliances,12.222
Tony Sayre,Appliances,17.891
Jim Kriz,Art,6.3072
George Ashbrook,Art,4.2408
Pete Armstrong,Envelopes,35.89
John Dryer,Paper,3.7408
Michael Nguyen,Paper,5.5216
Gene McClure,Art,5.2164
Deirdre Greer,Paper,9.3312
James Galang,Binders,26.388
Alex Grayson,Art,1.4256
Jay Fein,Phones,43.176
Steve Carroll,Paper,3.0268
Steve Carroll,Accessories,28.497
Carlos Meador,Phones,13.17
Kean Thornton,Paper,12.4416
Christine Phan,Binders,3.7412
Christine Phan,Phones,153.0819
Christine Phan,Art,2.8536
Eileen Kiefer,Accessories,4.779
Carl Weiss,Fasteners,0.3024
Keith Herrera,Furnishings,19.4688
Keith Herrera,Storage,58.5052
Keith Herrera,Binders,16.608
Keith Herrera,Phones,140.391
Keith Herrera,Binders,15.8496
Ann Blume,Furnishings,1.068
Adam Hart,Art,0.3384
Clytie Kelty,Paper,93.884
Clytie Kelty,Accessories,107.79
Stefania Perrino,Phones,12.208
Stefania Perrino,Furnishings,30.99
Jennifer Patt,Paper,5.4432
Barry Gonzalez,Paper,13.7176
Clay Cheatham,Paper,3.6288
Sara Luxemburg,Art,0.556
Frank Olsen,Envelopes,35.0244
Brenda Bowman,Art,5.256
Brenda Bowman,Chairs,373.779
Brenda Bowman,Art,59.373
Denny Ordway,Art,0.7152
Larry Blacks,Paper,9.352
Thomas Seio,Phones,90.9762
Thomas Seio,Appliances,13.788
Cindy Stewart,Accessories,11.9952
Susan Pistek,Envelopes,2.8764
Cynthia Delaney,Appliances,2.9646
Cynthia Delaney,Fasteners,3.6156
Cynthia Delaney,Storage,13.8915
Cynthia Delaney,Binders,13.896
Roy FranzÃÂÃÂ¶sisch,Appliances,55.0584
Roy FranzÃÂÃÂ¶sisch,Phones,7.9812
Elpida Rittenbach,Storage,3.9592
Philip Brown,Labels,11.7782
Luke Weiss,Fasteners,2.4675
Luke Weiss,Paper,9.54
Jonathan Doherty,Paper,15.876
Jonathan Doherty,Paper,48.94
Fred McMath,Phones,30.7168
Michael Paige,Binders,13.181
Harold Ryan,Envelopes,22.0947
Harold Ryan,Phones,136.2971
Harold Ryan,Chairs,2.3094
Maurice Satty,Furnishings,14.5728
Sanjit Jacobs,Labels,4.2
Sanjit Jacobs,Art,0.3168
Vivek Sundaresam,Art,5.952
Vivek Sundaresam,Phones,10.8784
Dave Kipp,Paper,2.1465
Dave Kipp,Art,2.0748
Dave Kipp,Furnishings,4.6464
Maureen Gastineau,Bookcases,140.9568
Dennis Pardue,Art,29.4372
Dennis Pardue,Paper,17.5812
Dennis Pardue,Binders,1644.2913
Caroline Jumper,Fasteners,5.6832
Carl Weiss,Storage,160.0398
Giulietta Weimer,Storage,6.9795
Paul Prost,Art,2.5056
Paul Prost,Accessories,52.4895
Pauline Webber,Chairs,17.466
Pauline Webber,Chairs,15.147
Craig Yedwab,Phones,38.1576
Craig Yedwab,Envelopes,3.2214
Bart Watters,Chairs,6.3936
Bart Watters,Art,15.4752
Bart Watters,Phones,38.997
Bart Watters,Binders,17.6232
Mick Brown,Phones,1.9136
Cyra Reiten,Art,2.132
Eugene Barchas,Phones,41.993
Sally Hughsby,Labels,5.796
Sally Hughsby,Accessories,57.5928
Christina VanderZanden,Envelopes,2.8764
Annie Thurman,Appliances,13.788
Allen Goldenen,Binders,26.703
Allen Goldenen,Paper,34.2144
Jamie Kunitz,Paper,69.705
Jamie Kunitz,Phones,561.564
Adam Shillingsburg,Labels,1.764
Thomas Seio,Paper,2.9568
Sean Miller,Paper,4.8804
Brosina Hoffman,Appliances,89.7792
Brosina Hoffman,Accessories,23.4
Laurel Workman,Binders,8.9544
Laurel Workman,Phones,134.56
Laurel Workman,Appliances,77.8635
Laurel Workman,Paper,17.982
Kelly Andreada,Accessories,3.401
Toby Gnade,Paper,6.7048
Toby Gnade,Chairs,49.716
Dennis Bolton,Paper,79.8912
Lynn Smith,Paper,6.1548
Carol Adams,Envelopes,8.8624
Daniel Byrd,Labels,2.9568
Daniel Byrd,Chairs,102.9528
Daniel Byrd,Paper,3.852
Daniel Byrd,Paper,45.9754
Damala Kotsonis,Paper,11.2752
Damala Kotsonis,Appliances,0.8382
Evan Bailliet,Labels,1.764
Lena Cacioppo,Art,1.0008
Lena Cacioppo,Accessories,10.5534
Lena Cacioppo,Accessories,14.0712
Lena Cacioppo,Paper,3.741
Lena Cacioppo,Supplies,5.915
Lena Cacioppo,Furnishings,7.0128
Lena Cacioppo,Furnishings,3.344
Lena Cacioppo,Furnishings,4.6552
Jeremy Pistek,Paper,15.552
Trudy Schmidt,Art,5.3703
Trudy Schmidt,Accessories,171.9914
Trudy Schmidt,Furnishings,137.54
Trudy Schmidt,Paper,49.9704
Nathan Mautz,Binders,4.35
Eugene Hildebrand,Binders,40.376
Eugene Hildebrand,Binders,3.0576
Eugene Hildebrand,Paper,219.4416
Dan Campbell,Appliances,30.6054
Dan Campbell,Fasteners,9.12
Dan Campbell,Accessories,0.4752
Dan Campbell,Envelopes,4.797
Dan Campbell,Chairs,47.6604
Doug O'Connell,Paper,26.824
Lindsay Shagiari,Envelopes,1.674
Rob Williams,Appliances,178.91
Roger Demir,Art,5.9184
Roger Demir,Storage,7.308
Joe Elijah,Storage,1.9272
Steven Roelle,Machines,1668.205
Steven Roelle,Accessories,8.1072
Julie Kriz,Art,3.798
Julie Prescott,Binders,7.4256
Dean percer,Storage,10.8136
Dean percer,Accessories,10.7964
Joy Bell-,Binders,81.921
Paul Prost,Phones,38.396
Roy FranzÃÂÃÂ¶sisch,Binders,10.7136
Roy FranzÃÂÃÂ¶sisch,Labels,51.8
Katharine Harms,Accessories,1.3365
Katharine Harms,Phones,170.997
Katharine Harms,Furnishings,9.1746
Damala Kotsonis,Art,17.856
Mark Cousins,Chairs,23.028
Mark Cousins,Paper,34.294
Rick Wilson,Envelopes,11.68
Rick Wilson,Phones,8.997
Rick Wilson,Paper,3.852
Rick Wilson,Binders,4.872
Rick Wilson,Appliances,654.7554
Rick Wilson,Storage,140.5482
Rick Wilson,Binders,77.3696
David Smith,Storage,35.048
Guy Armstrong,Supplies,5.0274
Guy Armstrong,Art,2.3808
Katherine Ducich,Binders,2.244
Katherine Ducich,Phones,249.9104
Katharine Harms,Storage,2.6784
Katharine Harms,Binders,3.0576
Greg Guthrie,Fasteners,6.854
Greg Guthrie,Appliances,4.108
Greg Guthrie,Furnishings,26.973
Greg Guthrie,Phones,2.6973
Jim Sink,Appliances,48.632
Jim Sink,Paper,7.2576
Jim Sink,Paper,14.5152
Bart Pistole,Paper,16.68
Corey Catlett,Chairs,13.5882
Sung Pak,Paper,3.6288
Sung Pak,Paper,3.21
Jim Karlsson,Phones,197.991
Jim Karlsson,Phones,32.9817
Chad Cunningham,Binders,1.6588
Darren Powers,Paper,5.5512
Sandra Flanagan,Appliances,22.1184
Sandra Flanagan,Furnishings,76.47
Edward Hooks,Fasteners,4.914
Edward Hooks,Art,0.8856
Duane Noonan,Binders,2.808
Pauline Johnson,Phones,43.176
Matt Abelman,Labels,11.592
Matt Abelman,Labels,17.6673
Matt Abelman,Storage,4.1916
Matt Abelman,Accessories,0.891
Vivian Mathis,Accessories,2.308
Clay Rozendal,Accessories,87.89
Bill Shonely,Furnishings,3.8976
Bill Shonely,Appliances,19.0344
Rob Dowd,Phones,76.5484
Karen Daniels,Accessories,128.9742
Karen Daniels,Supplies,0.5152
Anna Andreadi,Phones,78.851
Anna Andreadi,Furnishings,15.5856
Anna Andreadi,Furnishings,3.2406
Mick Crebagga,Fasteners,0.9336
Anna Andreadi,Storage,5.4124
Anna Andreadi,Paper,49.9704
Anna Andreadi,Chairs,383.931
Quincy Jones,Paper,41.1528
Justin MacKendrick,Phones,15.743
Trudy Brown,Binders,207.475
Trudy Brown,Accessories,13.2
Trudy Brown,Fasteners,1.4805
Trudy Brown,Furnishings,6.0288
Nicole Fjeld,Furnishings,12.8928
Nicole Fjeld,Art,2.6964
Barry FranzÃÂÃÂ¶sisch,Phones,4.6193
Nora Paige,Appliances,20.975
Nora Paige,Paper,5.7624
Harry Marie,Envelopes,29.673
Don Miller,Furnishings,50.5632
Don Miller,Storage,1.576
Don Miller,Accessories,6.7966
Don Miller,Storage,108.1752
Neoma Murray,Paper,9.072
Mark Van Huff,Paper,16.1838
Mark Van Huff,Labels,1.6704
Alejandro Grove,Binders,16.956
Beth Fritzler,Appliances,10.8966
John Castell,Bookcases,5.1294
Candace McMahon,Chairs,38.8704
Candace McMahon,Storage,34.3548
Candace McMahon,Accessories,11.613
Paul Van Hugh,Accessories,24.9132
Paul Van Hugh,Furnishings,11.7568
Doug O'Connell,Binders,106.9578
Helen Abelman,Appliances,129.7725
Justin MacKendrick,Paper,5.2884
Dean Katz,Appliances,197.9208
Craig Molinari,Furnishings,4.7664
Craig Molinari,Appliances,3.1032
Barbara Fisher,Art,4.485
Cassandra Brandow,Storage,267.705
Cassandra Brandow,Bookcases,28.9568
Cassandra Brandow,Storage,29.1528
Cassandra Brandow,Binders,13.959
Cassandra Brandow,Phones,15.1116
Cassandra Brandow,Furnishings,1.7472
Tamara Chand,Paper,28.858
Tamara Chand,Binders,8.8624
Luke Weiss,Phones,71.2692
Luke Weiss,Phones,100.7916
Luke Weiss,Paper,6.2208
Luke Weiss,Storage,5.841
Luke Weiss,Binders,89.9548
Noel Staavos,Accessories,86.3892
Noel Staavos,Furnishings,6.0876
Janet Martin,Art,2.2288
Randy Ferguson,Furnishings,9.3228
Randy Ferguson,Binders,74.691
Randy Ferguson,Accessories,18.0
Cathy Armstrong,Binders,46.9952
Kristen Hastings,Labels,47.6268
Kristen Hastings,Paper,47.8152
Kristen Hastings,Appliances,20.388
Lindsay Castell,Furnishings,18.33
Jack Lebron,Appliances,5.265
Dario Medina,Art,1.1808
Mike Vittorini,Binders,12.974
Noel Staavos,Appliances,20.1708
Ann Steele,Storage,70.0336
Meg Tillman,Labels,2.8224
Sharelle Roach,Art,32.97
Dennis Kane,Furnishings,10.5072
Dennis Kane,Paper,12.052
Dennis Kane,Paper,6.2208
Dennis Kane,Accessories,32.893
Susan Vittorini,Storage,34.2925
Susan Vittorini,Paper,1.926
Rick Huthwaite,Accessories,5.1015
Rick Huthwaite,Machines,377.73
Sarah Brown,Labels,3.7996
Sarah Brown,Machines,334.4985
Sarah Brown,Storage,29.3412
Sarah Brown,Phones,58.1796
Cyra Reiten,Art,52.632
Russell D'Ascenzo,Envelopes,20.844
Laurel Workman,Art,2.322
Rick Wilson,Furnishings,41.4456
Brooke Gillingham,Storage,7.9896
Thomas Thornton,Paper,100.4255
Liz Pelletier,Furnishings,10.9096
Liz Pelletier,Binders,11.0264
Frank Preis,Envelopes,9.585
Frank Preis,Copiers,125.9972
Trudy Schmidt,Accessories,4.4004
Jonathan Doherty,Accessories,15.0984
Jonathan Doherty,Paper,5.8604
Jonathan Doherty,Art,3.8048
Jonathan Doherty,Storage,160.623
Rob Dowd,Paper,17.3148
Rob Dowd,Labels,41.2237
Benjamin Farhat,Furnishings,21.4776
Neil Knudson,Art,1.2672
Neil Knudson,Storage,24.857
Neil Knudson,Paper,6.7048
Annie Zypern,Labels,7.2177
Annie Zypern,Storage,50.3658
Corey-Lock,Appliances,155.727
Corey-Lock,Art,1.6896
Anna Gayman,Paper,23.0864
Eugene Moren,Labels,9.8784
Carol Adams,Binders,5.0196
Carol Adams,Bookcases,39.7488
Raymond Buch,Storage,4.872
Raymond Buch,Paper,9.6192
Raymond Buch,Copiers,6719.9808
Roger Demir,Accessories,38.08
Roger Demir,Paper,27.882
Patrick Gardner,Accessories,95.2
Karen Bern,Paper,5.6112
Rick Bensley,Accessories,87.89
John Dryer,Chairs,36.4736
Jennifer Jackson,Appliances,76.3152
Jennifer Jackson,Phones,89.3142
Liz Thompson,Furnishings,33.936
Liz Thompson,Binders,41.1208
Liz Thompson,Binders,4.1832
Adam Bellavance,Accessories,32.688
Fred McMath,Art,68.6868
Gary Hansen,Labels,1.4112
Gary Hansen,Binders,14.1426
Gary Hansen,Storage,4.0664
Harold Engle,Paper,52.8228
Sam Zeldin,Storage,37.2186
Chad McGuire,Accessories,142.485
Toby Gnade,Copiers,449.991
Maribeth Yedwab,Paper,20.5764
Arthur Gainer,Envelopes,2.934
Bart Watters,Paper,29.5254
Sheri Gordon,Paper,9.3312
Sheri Gordon,Binders,3.6162
Christopher Conant,Paper,18.6624
Christopher Conant,Furnishings,76.9816
Lena Radford,Appliances,9.8352
Lena Radford,Furnishings,25.1808
David Bremer,Paper,4.3904
Liz Preis,Art,7.196
Liz Preis,Paper,5.4432
Keith Dawkins,Storage,16.7875
Keith Dawkins,Phones,142.9948
Keith Dawkins,Furnishings,4.728
Keith Dawkins,Machines,2229.024
Keith Dawkins,Chairs,115.5528
Sue Ann Reed,Art,0.4264
Dario Medina,Appliances,7.1372
Michael Chen,Storage,19.6305
Marina Lichtenstein,Paper,3.799
Russell D'Ascenzo,Fasteners,0.8688
Russell D'Ascenzo,Labels,1.7248
Erin Ashbrook,Paper,83.646
Erin Ashbrook,Paper,6.2208
Sandra Flanagan,Paper,91.056
Sandra Flanagan,Paper,20.0851
Becky Castell,Furnishings,7.4376
Becky Castell,Storage,8.0652
Becky Castell,Accessories,37.7874
Philip Fox,Art,9.7119
Philip Fox,Bookcases,291.3778
Sanjit Engle,Storage,42.3625
Sanjit Engle,Storage,0.4068
Caroline Jumper,Supplies,0.416
Pete Takahito,Paper,2.502
Pete Takahito,Art,1.112
Pete Takahito,Furnishings,6.0412
Lena Hernandez,Binders,8.3104
Lena Hernandez,Accessories,57.12
Ben Wallace,Phones,50.396
Ben Wallace,Furnishings,31.6128
Bill Shonely,Storage,10.3473
Dennis Pardue,Art,3.6784
Maribeth Schnelling,Storage,6.0416
Dana Kaydos,Copiers,89.997
Dana Kaydos,Paper,92.2368
Dana Kaydos,Phones,27.2952
Dana Kaydos,Storage,11.685
Dana Kaydos,Accessories,12.2465
Dana Kaydos,Binders,37.764
Skye Norling,Paper,180.7659
Skye Norling,Binders,3.7694
Skye Norling,Storage,44.4704
Tony Chapman,Paper,9.3312
Astrea Jones,Appliances,30.735
Astrea Jones,Binders,12.8499
Katherine Hughes,Phones,5.1948
Liz Preis,Supplies,2.772
Liz Preis,Phones,250.396
Liz Preis,Art,3.1536
Joe Elijah,Chairs,313.2624
Muhammed Yedwab,Chairs,4.8392
Frank Carlisle,Art,0.2996
Neil Ducich,Storage,282.2092
Dennis Bolton,Paper,15.6078
Lindsay Castell,Storage,32.4342
Bruce Degenhardt,Storage,87.7578
Matt Connell,Envelopes,22.0158
Matt Connell,Chairs,25.875
Sam Zeldin,Machines,137.264
Sam Zeldin,Art,14.2272
Sam Zeldin,Accessories,135.456
Duane Huffman,Paper,10.8864
Duane Huffman,Art,4.1965
Duane Huffman,Accessories,41.7186
Duane Huffman,Appliances,15.8436
Duane Huffman,Labels,0.9963
Jack O'Briant,Binders,5.9696
Meg Tillman,Phones,74.975
Edward Becker,Envelopes,12.744
Edward Becker,Accessories,26.8752
Roland Schwarz,Furnishings,0.7392
Roland Schwarz,Labels,4.2717
Richard Bierner,Art,2.0748
Olvera Toch,Envelopes,81.432
George Zrebassa,Accessories,659.98
George Zrebassa,Chairs,45.294
Nancy Lomonaco,Phones,8.2782
Michelle Tran,Paper,15.552
Michelle Tran,Binders,19.2556
Michelle Tran,Binders,35.6776
Becky Castell,Art,11.151
Giulietta Weimer,Storage,8.5845
Bradley Drucker,Furnishings,24.4608
Bradley Drucker,Phones,764.3818
Paul Van Hugh,Fasteners,0.5668
Paul Van Hugh,Art,3.9004
Paul Van Hugh,Paper,5.6112
Henry MacAllister,Art,0.1533
Henry MacAllister,Art,2.3616
Erin Mull,Storage,3.363
Sandra Flanagan,Art,4.504
Natalie DeCherney,Appliances,2.2724
Natalie DeCherney,Paper,20.585
Frank Carlisle,Storage,5.397
Frank Carlisle,Phones,13.8579
Xylona Preis,Paper,68.976
Xylona Preis,Paper,3.1104
Frank Preis,Accessories,2.5216
Pamela Stobb,Storage,3.363
Pamela Stobb,Chairs,88.725
Pamela Stobb,Paper,8.7906
Pamela Stobb,Binders,23.31
Carl Weiss,Binders,149.76
Katherine Hughes,Art,3.157
Tamara Chand,Paper,11.7208
Tamara Chand,Accessories,184.26
Chris Cortes,Paper,15.552
Zuschuss Donatelli,Appliances,16.5888
Jay Kimmel,Storage,19.8072
Gary McGarr,Labels,22.2
Gary McGarr,Furnishings,6.5904
Jane Waco,Furnishings,13.188
Jane Waco,Furnishings,3.792
Jane Waco,Phones,58.66
Jane Waco,Furnishings,10.449
Jane Waco,Paper,3.1104
Bill Overfelt,Furnishings,7.3008
Bill Overfelt,Fasteners,2.8
Xylona Preis,Furnishings,41.0388
Michelle Moray,Storage,24.3824
Michelle Moray,Phones,9.2386
Michelle Moray,Accessories,91.3248
Trudy Schmidt,Art,3.968
Trudy Schmidt,Storage,27.9108
Janet Lee,Phones,84.5982
Sam Zeldin,Phones,60.4768
Lisa Ryan,Supplies,7.3872
Lisa Ryan,Paper,9.6632
Lisa Ryan,Binders,31.47
Michael Granlund,Bookcases,21.294
Steve Carroll,Furnishings,33.7266
Rose O'Brian,Storage,4.461
James Lanier,Appliances,23.5872
James Lanier,Binders,17.55
Pauline Webber,Appliances,8.048
Monica Federle,Paper,5.6376
Monica Federle,Envelopes,69.965
Chris Cortes,Paper,3.405
Cynthia Delaney,Accessories,14.9925
Cynthia Delaney,Paper,6.4128
Cynthia Voltz,Binders,4.1328
Trudy Brown,Storage,2.436
Trudy Brown,Storage,21.714
Deirdre Greer,Appliances,22.0748
Ross DeVincentis,Fasteners,6.2292
Chris Selesnick,Paper,5.7624
Julia Barnett,Furnishings,9.8856
Eva Jacobs,Phones,35.8644
Eva Jacobs,Furnishings,48.906
Eva Jacobs,Appliances,297.6435
Brian DeCherney,Paper,108.7408
Thea Hendricks,Storage,0.8058
Brian Derr,Binders,78.435
Brian Derr,Chairs,12.8058
Brian Derr,Paper,11.1132
Suzanne McNair,Paper,48.5392
Harold Engle,Furnishings,5.8744
Harold Engle,Accessories,58.179
Harold Engle,Furnishings,9.1954
Harold Engle,Art,8.673
Harold Engle,Art,45.487
Jim Kriz,Binders,38.6848
Thea Hendricks,Art,9.1938
Adam Hart,Paper,18.144
Max Ludwig,Paper,49.9704
Laurel Beltran,Binders,46.225
Laurel Beltran,Storage,26.07
Laurel Beltran,Storage,2.6784
Laurel Beltran,Accessories,87.9912
Nora Paige,Accessories,4.95
Nora Paige,Fasteners,8.771
Nora Paige,Furnishings,17.4064
Nora Paige,Bookcases,129.294
Resi PÃÂÃÂ¶lking,Supplies,0.9576
Dan Campbell,Supplies,0.1744
Nat Carroll,Storage,6.465
Kean Nguyen,Furnishings,112.422
Scott Cohen,Paper,2.14
Anne McFarland,Binders,16.5242
Ryan Akin,Accessories,4.4604
Magdelene Morse,Binders,51.36
Brad Norvell,Phones,4.9616
Julia Barnett,Paper,3.4398
Doug Bickford,Paper,27.4352
Adam Hart,Furnishings,14.7
Adam Hart,Furnishings,50.5632
Adam Hart,Paper,21.2856
Adam Hart,Appliances,0.666
Arianne Irving,Phones,125.997
Thea Hudgings,Storage,77.7468
Jim Epp,Phones,22.2384
Annie Thurman,Binders,11.891
Annie Thurman,Storage,9.594
John Huston,Labels,3.6
Daniel Raglin,Phones,22.6782
Mick Crebagga,Storage,3.0498
Ivan Gibson,Appliances,144.3546
Frank Hawley,Binders,3.1248
Parhena Norris,Accessories,11.9196
Parhena Norris,Labels,1.05
Gene McClure,Storage,0.9952
Noah Childs,Paper,23.7742
Tamara Willingham,Paper,16.2342
Barry FranzÃÂÃÂ¶sisch,Machines,269.308
Tonja Turnell,Art,1.6704
Scot Wooten,Paper,8.991
Patrick Gardner,Phones,10.0744
Dennis Pardue,Art,3.3312
Don Jones,Labels,9.936
Edward Nazzal,Binders,41.013
Philip Brown,Furnishings,71.928
Brendan Dodson,Paper,21.0128
Brendan Dodson,Paper,53.2608
Brendan Dodson,Paper,5.97
Sanjit Engle,Machines,2799.984
Sanjit Engle,Binders,18.2
Sanjit Engle,Furnishings,7.1022
Annie Thurman,Fasteners,0.1188
Craig Carroll,Paper,20.4984
Craig Carroll,Copiers,161.9919
Aimee Bixby,Art,15.4752
Aimee Bixby,Accessories,177.5889
Aimee Bixby,Supplies,5.3998
Aimee Bixby,Binders,16.7508
Aimee Bixby,Paper,45.9754
Dave Hallsten,Phones,1.1988
